tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,link,list_likes,list_retweets,list_replies
"Kalau tidak salah baca datanya.  Kemarin 20 maret, dalam satu hari ada penambahan 1.937 kasus covid baru di Jakarta.   Berapa jumlah pemberian vaksin per hari di @DKIJakarta ? Yakin libur lebaran diijinkan mudik?.","[{'screen_name': 'dkijakarta', 'name': 'pemprov dki jakarta', 'id': '166014938'}]",2,4,5,[],[],https://twitter.com/infojakarta/status/1373529155304706054,"['@FitriRamadhian2', '@chiko_jubilee', '@FebriYa84603488', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '']","['@akoemala', '@nutanews184', '@liranti', '', '', '', '', '', '', '', '', '', '@DailyHomePics', '@karirfess', '@karirfess', '@kompascom', '', '', '', '']","['@infojakarta', '@DKIJakarta', '@chiko_jubilee']"
"Vaksin lansia di @UnikaAtmaJaya  Terbuka untuk umum, tidak dipungut biaya.  https://t.co/jazKrbTvkE","[{'screen_name': 'unikaatmajaya', 'name': 'unika atma jaya', 'id': '208480486'}]",0,12,13,[],[],https://twitter.com/infojakarta/status/1372218371442319360,"['@Nursanti87', '@sermawati', '@lalilulouie', '@chiko_jubilee', '@fmsyaah', '@audityaaaaa', '@Kumsky', '@suzestful', '@non_Dindun', '@gamakicay', '@iDwfxx232', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '']","['@Desta412', '@Hamdiees', '@wenntyputri', '@chiko_jubilee', '@maharetweet', '@nutanews184', '@vonnysu', '@Chocomilksugar', '@non_Dindun', '', '', '', '', '', '', '', '', '', '@DailyHomePics', '@karirfess', '@karirfess', '@kompascom', '', '', '', '']",['@infojakarta']
Lansia dengan ktp daerah manapun bisa mendapatkan vaksin di istora senayan. Daftar online atau langsung datang.    https://t.co/hAYz3XZXBy,[],0,5,8,[],[],https://twitter.com/infojakarta/status/1372150088248664068,"['@MarwanAdam12', '@dhatamapertiwi', '@RiaWasta', '@Nenglin7', '@chiko_jubilee', '@WongMbambung8', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@Hamdiees', '@gilangandriani', '@chiko_jubilee', '', '', '', '', '', '', '', '', '', '@DailyHomePics', '@karirfess', '@karirfess', '@kompascom', '', '', '', '']",['@infojakarta']
"Pelaku industri pariwisata di Jakarta, apakah sudah ada yang menerima vaksin?",[],0,0,3,[],[],https://twitter.com/infojakarta/status/1371706352549040133,"['@ValentinoMaiti3', '@sonsofartemis', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']",[],"['@infojakarta', '@detikcom']"
"Bergerak pararel.  Vaksin jalan, pariwisata bersiap.  Indonesia harus kembali lebih kuat. Semangat, seperti ""yeaaah !"" nya @sandiuno","[{'screen_name': 'sandiuno', 'name': 'sandiaga salahuddin uno', 'id': '132041617'}]",0,1,2,[],[],https://twitter.com/infojakarta/status/1366579485793939456,"['@JupriSetiawan91', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@faqihiqaf', '', '', '', '', '', '', '', '', '@kompascom', '@bwifess', '@kompascom', '', '', '']","['@infojakarta', '@sandiuno']"
Vaksin Sinovac.. Halal.   https://t.co/RSc3G6lRXr,[],3,6,17,[],[],https://twitter.com/infojakarta/status/1347527216444280834,"['@fandizuma1', '@fdlyamubakhira', '@Sandy20186011', '@inyongcisauk', '@Chandra03866864', '@AliceTahya', '@JoiceYusriani', '@sslatifm', '@dhiba03', '@arinooradnan', '@B54Pei', '@Dun_Vad', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@fitrywhys', '@Jojonanajam', '@suleman_ahmda', '@wulanramdhoni', '', '', '', '', '', '', '', '', '@kompascom', '@bwifess', '@DailyHomePics', '', '', '', '']","['@infojakarta', '@PutraWilson']"
"Program vaksin gratis, estimasi anggaran yang harus disiapkan pemerintah sekitar 133 triliun rupiah.   https://t.co/uvfSsbwlDS",[],0,0,1,[],[],https://twitter.com/infojakarta/status/1339812480646713346,"['@oleeenk', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '']",[],['@infojakarta']
Harga vaksin Covid-19.  https://t.co/taKxMdi15q,[],81,324,615,[],[],https://twitter.com/infojakarta/status/1338462339717206017,"['@fahri1672', '@rizkaidayenti', '@felist_su', '@kabensqy', '@amanndada', '@trisnainia', '@weirdsashimi', '@fjrrizki29', '@IndraAdam99', '@ATtamadhan11', '@aruelsederhana', '@Shareffy_MBceLL', '@alshqueensha', '@peachyzan', '@listia_home', '@Dwi_montero46', '@dhantiti', '@codri_c', '@eiyzlananemone', '@BThrifting', '@titoprabowo', '@erikasantibanes', '@adriationo', '@fileilmuhammad', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@Lotus_Pandas', '@cahayasastra', '@bougieslight', '@jeni_prabandari', '@listia_home', '@onaplanet00', '@Maximodeus', '@dhantiti', '@rizaky_syifa', '@nu_kinneas', '@codri_c', '@eiyzlananemone', '@BThrifting', '@liuawaroka', '@yosuapancasp', '@KikiRoza', '@AbahSelalu', '@luvluvi', '@Sintaeml', '@fantasyblund', '@RockyAntono', '@karuniatria', '@lanamalvina', '@asadfrhn', '@ViwMre', '', '', '', '', '', '', '', '', '', '', '@sbyfess', '@codingfess', '@sbyfess', '@tubirfess', '@kompascom', '', '', '', '']","['@infojakarta', '@riskawindayln', '@1nstantkarm4', '@adhepedrosa', '@ImmanuelOwen', '@danlaksana', '@Malala181321', '@NinoRahadian', '@NinoRahadian', '@misbah_dadan', '@ejp_joker', '@yasmnfs', '@romadalimunthe', '@MuhammadLukman_', '@ketekniall', '@JAmsterdam7', '@NovalSyawal', '@bangopang_', '@abdulmuisme', '@misseca__', '@adityawijaya', '@rakaadtya21', '@cillresdy', '@ajfrm_', '@seokaim', '@chernobyl_9', '@aldinohendrwn', '@Wicaksono_sini', '@panikpanikk', '@Rizky_Gendon']"
"Breaking News.  1,2 Juta Vaksin Covid 19 sudah tiba di Tanah Air.  https://t.co/zYrrsAXAzO",[],9,8,23,[],[],https://twitter.com/infojakarta/status/1335764645575999491,"['@Louis68109379', '@bobacotttt2', '@DarusmanDarsa', '@JokerMaa', '@RamadhonAdi', '@sabirsultan69', '@AlfianMaulanaA9', '@riuz_delau', '@swnpp3', '@benedictus_sk', '@fanylevvv', '@d_iickay', '@adendidi58', '@ariefafro', '@msyafii02905921', '@HIkmatzhh', '@sushijunkiee', '@kevonvn__', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@NandoMahubessy', '@ardiyantosusilo', '@bellaazhr', '@yodhani', '@AnnaTham7', '@annishanh', '', '', '', '', '', '', '', '', '', '', '@sbyfess', '@codingfess', '@sbyfess', '@tubirfess', '@kompascom', '', '', '', '']","['@infojakarta', '@infojakarta', '@Rizky_Gendon', '@yusamhr', '@lyfes_hit', '@sikanseu']"
Bye Covid !  Pemerintah memastikan program vaksinasi Covid-19 akan dimulai pada awal November 2020. Indonesia akan mengandalkan vaksin buatan China.   https://t.co/LWWw94Blxb,[],30,33,58,[],[],https://twitter.com/infojakarta/status/1315506327037255686,"['@louiuli', '@BayuHendry4', '@muliadi40439023', '@inyongcisauk', '@sambateverytim', '@DiahSiwa', '@marianekuswari', '@nh_wijaya', '@RiusSimanungka3', '@triomarleyano', '@tambunan10', '@_babehnino', '@andikoarya', '@AprianyLina', '@Rifkimuhammadd', '@itsyounqman', '@yudamuniran', '@AudinaSaleh', '@abilismail', '@Urmineee_1', '@riyankopite', '@starks_real', '@decvtared', '@ditanovsa', '@Daseyt2', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@hafshahsirin', '@marianekuswari', '@triomarleyano', '@priyankhana', '@meipakz31', '@cacashasya', '@ndalillah24', '@zidanariqzidan', '@changeyournamee', '@reinaldey', '@MMarwanmanurung', '@Alchakim', '@muhamadaziim', '@starks_real', '@gitaindrianaaa', '@tyo78766711', '@YussufiDyas', '@febrina_02', '@ariaraywidodo', '', '', '', '', '', '', '', '', '', '', '@sbyfess', '@codingfess', '@sbyfess', '@tubirfess', '@kompascom', '', '', '', '']","['@infojakarta', '@Maxgirl13', '@Agus1892', '@megane_brai', '@WibowoLukito', '@RemajaKolonial', '@Arie_16', '@herry28290', '@MisterClown8', '@cillresdy', '@Arie_16', '@teyeng37', '@babyoil008', '@christofer_bhp', '@rinihaphap', '@okkyjoeamstrong', '@Vinaagy', '@babangbetawie', '@WithOneWithYou', '@febri_aku', '@diiiaaannnP', '@Andreassgs', '@BintCeo', '@prasthialdrii', '@iamcakekhe']"
Apa yang akan Anda lakukan apabila Vaksin Covid belum mendapatkan sertifikasi halal. #infojakartapolling,[],9,3,3,['infojakartapolling'],[],https://twitter.com/infojakarta/status/1312597076631379968,"['@nilamadw', '@abokenward2', '@cipittipistipis', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '']","['@Dolly95188742', '@Fulan98524591', '', '', '', '', '', '', '', '', '', '', '@sbyfess', '@codingfess', '@sbyfess', '@tubirfess', '@kompascom', '', '', '', '']","['@infojakarta', '@astrannisaa', '@Arie_16', '@krishnayana95', '@megane_brai', '@sabirsultan69', '@Roy78356844', '@rakaadtya21', '@A_Neko248']"
Tidak masalah apabila Vaksin Tidak Halal.,[],10,5,11,[],[],https://twitter.com/infojakarta/status/1312594789531967488,"['@wakjo72', '@ndiaja', '@Sandy61104510', '@trans_dadi', '@xavii206', '@MrGepeng18', '@Tatsuya_08_09', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@otozczyski', '@mughnigofur7', '@shalofficial_', '@z_junii', '', '', '', '', '', '', '', '', '', '', '@sbyfess', '@codingfess', '@sbyfess', '@tubirfess', '@Tipssyogassss', '', '', '', '']","['@infojakarta', '@KompasTV', '@trisurjadi', '@juliaat__', '@liamsi115', '@otozczyski', '@FDL_Mamz', '@herunugr215', '@Luthfi25283385']"
Bertahan. Sampai vaksin tiba. #vaccinerace #COVIDー19  https://t.co/NKe6gHYM7a,[],2,36,25,"['vaccinerace', 'covidー19']",[],https://twitter.com/infojakarta/status/1309744309516693516,"['@AsepInteristi1', '@Zidanefahmi3', '@KaPatPey1', '@sokratif', '@Joymonteee', '@Kewl_Wyfee', '@mamicayyy', '@andrepele', '@adit_fg', '@abangical10', '@dionseptian', '@ichanurdinn', '@mohammedputra', '@ajengng', '@athia_ia', '@adiantanu', '@w1n_win', '@artbycha', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@pitiiw', '@pandubidubidam', '@Zidanefahmi3', '@ampanagara', '@yunaaakty', '@Kewl_Wyfee', '@zaitampan', '@hafidhroon', '@hakimazizz', '@ledoarejl', '@grdy46', '@abangical10', '@besta_', '@ibnpraja', '@panggilkepuluu', '@soldatapras', '@tetti_rachmi', '@orionsza', '@locke_nloll', '@Idelia_Key', '@Hurinrafiqa', '@lani_laniline', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sbyfess', '@codingfess', '@sbyfess', '@kompascom', '', '', '', '']","['@infojakarta', '@dedeham_']"
Hukum Vaksinasi Covid-19 saat berpuasa.  https://t.co/5E9TabAHPh,[],2,25,14,[],[],https://twitter.com/infojakarta/status/1372022857430011911,"['@JumniKanterumi2', '@Rey28649173', '@chiko_jubilee', '@RiodileRambles', '@PutraIbuImas', '@Confy000', '@adondone', '@sony3021831', '@suzestful', '@caniwreaturname', '@Alburhan313', '@eventsurabaya', '@sbyfess', '', '', '', '', '', '', '', '', '']","['@ardiyantosusilo', '@gilangandriani', '@shinta_p', '@Rey28649173', '@chiko_jubilee', '@henrymhrdk', '@RiodileRambles', '@Waitressyoand', '@infojakarta', '@tyasazuri', '@andriardiansyh', '@putriyuniardi', '@wronboy', '@garry_77', '@srasyh', '@matchatarooreo', '@Confy000', '@ViskaPandini', '@sayasipli', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '@sbyfess', '', '', '', '']","['@infojakarta', '@detikcom', '@infojakarta', '@AnditoAndy']"
"Here we go again.  Covid 19 mutasi B117, UK mutation sudah ditemukan di karawang.  Virus mutasi ini dinilai lebih ganas.",[],5,14,9,[],[],https://twitter.com/infojakarta/status/1367147465674158082,"['@Maruf37788876', '@gabywanei', '@alamsya41407768', '@Iknowplaces123', '@HaiMasEko', '@suzestful', '@_banyulaut', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '', '']","['@willjonz', '@Iffana12', '@131Nftryh', '@hanihanyou', '@martha286', '@munmunsy', '@adiendap', '@ryopsiboro', '@septianprima', '@Rahmatdarmawa', '@HaiMasEko', '@_banyulaut', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '@sbyfess', '', '', '', '']","['@infojakarta', '@detikcom', '@gokamesa', '@eckaNh57', '@kokohbucin', '@Arie_16', '@glowtweets']"
"Tepat setahun pandemi Covid-19, total akumulasi kasus di Jakarta mencapai 342.371 kasus. Dari jumlah tersebut, total orang dinyatakan telah sembuh sebanyak 328.526 dan 5.568 orang meninggal dunia.  https://t.co/tRjjGbEqDV",[],1,0,2,[],[],https://twitter.com/infojakarta/status/1366969561669464068,"['@RiodileRambles', '@suzestful', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '']",[],['@infojakarta']
"RT, apabila seseorang yang kamu kenal, berpulang karena Covid19. #SatuTahunCovid19",[],1,29,3,['satutahuncovid19'],[],https://twitter.com/infojakarta/status/1366594567688974337,"['@JupriSetiawan91', '@Maruf37788876', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '']","['@iradachii', '@widhikankebluk', '@Riniroos2', '@yuuki2802', '@drestharastra', '@JH_316', '@nofrizalwardoyo', '@NiszaRianty', '@DontcryindoKid', '@KeyRa_Chan', '@sheilaaventya', '@robertreginald', '@AgathaLannister', '@Nanakeceeh', '@inezcaraka', '@kookiemilktae_', '@Ahmaddaud34', '@infojakarta', '@GoldenKokobunny', '@enricobobob', '@willjonz', '@ekky____', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '@sbyfess', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
"Like, untuk yang pernah mikir bahwa Covid-19 hanya sebuah konspirasi. #SatuTahunCovid19",[],2,1,11,['satutahuncovid19'],[],https://twitter.com/infojakarta/status/1366591065558450176,"['@JupriSetiawan91', '@fickryhidayat2', '@nerylaila', '@rizhamsulaiman', '@Rizky_rawk', '@kokohbucin', '@ErickStak', '@Arie_16', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '', '']","['@131Nftryh', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '@sbyfess', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
Hari ini tepat satu tahun sejak kasus pasien pertama covid-19.,[],18,48,88,[],[],https://twitter.com/infojakarta/status/1366583228702728193,"['@panjiwgrnd', '@yoga_united21', '@yuastihf18', '@DRehanita', '@irhamsyarif', '@JupriSetiawan91', '@GessyHGanie', '@konveksitas7', '@yuniarti_tiwii', '@dianyuliyana_', '@alealedong', '@ediharyanto701', '@GamadanSangga', '@FahmiiAdityaa', '@atascintakasih', '@sweetaswinee', '@Yunandaru2', '@syamsulhadie96', '@angelinrittho', '@esctesia', '@Nenglin7', '@maliqkie', '@revolusideologi', '@1014VV04', '@tweetnyafifah', '', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '']","['@agnasputrii', '@mauglowingplis', '@fadmala9', '@dhonysaktiawan', '@deviekurniaop', '@JAmsterdam7', '@esctesia', '@faizaaaac', '@raarrrssss', '@tweetnyafifah', '@BerDelusiRia', '@a9ul', '@ayumifeminin', '@rizkidars', '@RiodileRambles', '@hutomoryanv', '@keyrinnB', '@adhemiaw12', '@131Nftryh', '@nasyaramadhini', '@nannabalqis', '@nabilaayukirana', '@AndreFirza', '@ronaron_', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@riesbow', '@bilonk', '@kompascom', '@masivian', '@fettcinocreamyy', '@zakyBE', '@_banyulaut', '@eriesatrya', '@eckaNh57', '@bilonk', '@Arie_16', '@Arie_16', '@DonyYhudha', '@sarahjoeri', '@oebunda', '@okkyjoeamstrong', '@graciatbg', '@septianprima']"
Link pendaftaran vaksinasi covid-19 untuk lansia.    https://t.co/kQV8oCVgrl,[],0,3,8,[],[],https://twitter.com/infojakarta/status/1363319345271631875,"['@NiaYulianti02', '@yasssalammm', '@AnakeBosPecel', '@Paijoe62094904', '@___BonCu_____', '@SlightlyMishap', '', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '']","['@enirosalina', '@didinidi', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']",['@infojakarta']
"Muncul Varian Baru Covid 19, RI Tutup Akses Masuk WNA  Dari Semua Negara mulai 1 Januari 2021    https://t.co/5wfyMW5s7Y",[],7,3,18,[],[],https://twitter.com/infojakarta/status/1343594476862771200,"['@IntanMo41542170', '@Adjinrchy', '@siswandibambang', '@Alliyya4', '@twitt_viant', '@sha_shajaem', '@Indah83015452', '@Akifahhh', '@nanaspasar', '@YSunarman', '', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '']","['@AyuDewiClaudia1', '@twitt_viant', '@teguh_waru', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@infojakarta', '@eckaNh57', '@vieniviedivieci', '@kiwcor3', '@twitt_viant', '@lambe_trah']"
Harga vaksin Covid-19.  https://t.co/taKxMdi15q,[],81,324,615,[],[],https://twitter.com/infojakarta/status/1338462339717206017,"['@fahri1672', '@rizkaidayenti', '@felist_su', '@kabensqy', '@amanndada', '@trisnainia', '@weirdsashimi', '@fjrrizki29', '@IndraAdam99', '@ATtamadhan11', '@aruelsederhana', '@Shareffy_MBceLL', '@alshqueensha', '@peachyzan', '@listia_home', '@Dwi_montero46', '@dhantiti', '@codri_c', '@eiyzlananemone', '@BThrifting', '@titoprabowo', '@erikasantibanes', '@adriationo', '@fileilmuhammad', '', '', '', '', '', '', '', '', '@kompascom', '@CenayangFilm', '', '', '', '']","['@Lotus_Pandas', '@cahayasastra', '@bougieslight', '@jeni_prabandari', '@listia_home', '@onaplanet00', '@Maximodeus', '@dhantiti', '@rizaky_syifa', '@nu_kinneas', '@codri_c', '@eiyzlananemone', '@BThrifting', '@liuawaroka', '@yosuapancasp', '@KikiRoza', '@AbahSelalu', '@luvluvi', '@Sintaeml', '@fantasyblund', '@RockyAntono', '@karuniatria', '@lanamalvina', '@asadfrhn', '@ViwMre', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@infojakarta', '@riskawindayln', '@1nstantkarm4', '@adhepedrosa', '@ImmanuelOwen', '@danlaksana', '@Malala181321', '@NinoRahadian', '@NinoRahadian', '@misbah_dadan', '@ejp_joker', '@yasmnfs', '@romadalimunthe', '@MuhammadLukman_', '@ketekniall', '@JAmsterdam7', '@NovalSyawal', '@bangopang_', '@abdulmuisme', '@misseca__', '@adityawijaya', '@rakaadtya21', '@cillresdy', '@ajfrm_', '@seokaim', '@chernobyl_9', '@aldinohendrwn', '@Wicaksono_sini', '@panikpanikk', '@Rizky_Gendon']"
"Breaking News.  1,2 Juta Vaksin Covid 19 sudah tiba di Tanah Air.  https://t.co/zYrrsAXAzO",[],9,8,23,[],[],https://twitter.com/infojakarta/status/1335764645575999491,"['@Louis68109379', '@bobacotttt2', '@DarusmanDarsa', '@JokerMaa', '@RamadhonAdi', '@sabirsultan69', '@AlfianMaulanaA9', '@riuz_delau', '@swnpp3', '@benedictus_sk', '@fanylevvv', '@d_iickay', '@adendidi58', '@ariefafro', '@msyafii02905921', '@HIkmatzhh', '@sushijunkiee', '@kevonvn__', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@memefess', '@kompascom', '', '', '']","['@NandoMahubessy', '@ardiyantosusilo', '@bellaazhr', '@yodhani', '@AnnaTham7', '@annishanh', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@infojakarta', '@infojakarta', '@Rizky_Gendon', '@yusamhr', '@lyfes_hit', '@sikanseu']"
#BreakingNews Pak Gub @aniesbaswedan positif covid 19  https://t.co/wxbMWAnckw,"[{'screen_name': 'aniesbaswedan', 'name': 'anies baswedan', 'id': '110312278'}]",11,13,29,['breakingnews'],[],https://twitter.com/infojakarta/status/1333619800669642754,"['@NOhoirenan', '@Roy66580479', '@Minion89820752', '@abokenward2', '@miiizzzs', '@R__Gede', '@FransiskaDA', '@fridaarchuleta', '@ranigltm', '@zicoervielde', '@iezha18', '@irmanadha', '@1090syo', '@doubleorn0thing', '@ddychristian', '@KokoPiero', '@maatudechan_', '@ChieneLs', '@sonsofartemis', '@rickyywhy', '@131Lfa', '@Adeliasftrii1', '@kuinibuchen', '@sanggelombang', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@memefess', '@kompascom', '', '', '']","['@Yuli70963730', '@harris_silaban', '@AbahSelalu', '@ielvieieh', '@bseans_', '@kindaj0y', '@ferism', '@rezkykurnia', '', '', '', '', '', '', '', '', '', '@sbyfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@infojakarta', '@infojakarta', '@andita711', '@marselinarosali', '@tukangnasiulam', '@namelessdera', '@dickyabay90']"
