tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,link,list_likes,list_retweets,list_replies
Tidak masalah apabila Vaksin Tidak Halal.,[],10,5,11,[],[],https://twitter.com/infojakarta/status/1312594789531967488,"['@wakjo72', '@ndiaja', '@Sandy61104510', '@trans_dadi', '@xavii206', '@MrGepeng18', '@Tatsuya_08_09', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@otozczyski', '@mughnigofur7', '@shalofficial_', '@z_junii', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@KompasTV', '@trisurjadi', '@juliaat__', '@liamsi115', '@otozczyski', '@FDL_Mamz', '@herunugr215', '@Luthfi25283385']"
Bertahan. Sampai vaksin tiba. #vaccinerace #COVIDー19  https://t.co/NKe6gHYM7a,[],2,36,25,"['vaccinerace', 'covidー19']",[],https://twitter.com/infojakarta/status/1309744309516693516,"['@AsepInteristi1', '@Zidanefahmi3', '@KaPatPey1', '@sokratif', '@Joymonteee', '@Kewl_Wyfee', '@mamicayyy', '@andrepele', '@adit_fg', '@abangical10', '@dionseptian', '@ichanurdinn', '@mohammedputra', '@ajengng', '@athia_ia', '@adiantanu', '@w1n_win', '@artbycha', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@pitiiw', '@pandubidubidam', '@Zidanefahmi3', '@ampanagara', '@yunaaakty', '@Kewl_Wyfee', '@zaitampan', '@hafidhroon', '@hakimazizz', '@ledoarejl', '@grdy46', '@abangical10', '@besta_', '@ibnpraja', '@panggilkepuluu', '@soldatapras', '@tetti_rachmi', '@orionsza', '@locke_nloll', '@Idelia_Key', '@Hurinrafiqa', '@lani_laniline', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@dedeham_']"
Hukum Vaksinasi Covid-19 saat berpuasa.  https://t.co/5E9TabAHPh,[],2,25,14,[],[],https://twitter.com/infojakarta/status/1372022857430011911,"['@JumniKanterumi2', '@Rey28649173', '@chiko_jubilee', '@RiodileRambles', '@PutraIbuImas', '@Confy000', '@adondone', '@sony3021831', '@suzestful', '@caniwreaturname', '@Alburhan313', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@ardiyantosusilo', '@gilangandriani', '@shinta_p', '@Rey28649173', '@chiko_jubilee', '@henrymhrdk', '@RiodileRambles', '@Waitressyoand', '@infojakarta', '@tyasazuri', '@andriardiansyh', '@putriyuniardi', '@wronboy', '@garry_77', '@srasyh', '@matchatarooreo', '@Confy000', '@ViskaPandini', '@sayasipli', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@detikcom', '@infojakarta', '@AnditoAndy']"
"Here we go again.  Covid 19 mutasi B117, UK mutation sudah ditemukan di karawang.  Virus mutasi ini dinilai lebih ganas.",[],5,14,9,[],[],https://twitter.com/infojakarta/status/1367147465674158082,"['@Maruf37788876', '@gabywanei', '@alamsya41407768', '@Iknowplaces123', '@HaiMasEko', '@suzestful', '@_banyulaut', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@willjonz', '@Iffana12', '@131Nftryh', '@hanihanyou', '@martha286', '@munmunsy', '@adiendap', '@ryopsiboro', '@septianprima', '@Rahmatdarmawa', '@HaiMasEko', '@_banyulaut', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@detikcom', '@gokamesa', '@eckaNh57', '@kokohbucin', '@Arie_16', '@glowtweets']"
"Tepat setahun pandemi Covid-19, total akumulasi kasus di Jakarta mencapai 342.371 kasus. Dari jumlah tersebut, total orang dinyatakan telah sembuh sebanyak 328.526 dan 5.568 orang meninggal dunia.  https://t.co/tRjjGbEqDV",[],1,0,2,[],[],https://twitter.com/infojakarta/status/1366969561669464068,"['@RiodileRambles', '@suzestful', '', '', '', '', '', '', '@sbyfess', '@kompascom', '@kompascom', '', '', '', '']",[],['@infojakarta']
"RT, apabila seseorang yang kamu kenal, berpulang karena Covid19. #SatuTahunCovid19",[],1,29,3,['satutahuncovid19'],[],https://twitter.com/infojakarta/status/1366594567688974337,"['@JupriSetiawan91', '@Maruf37788876', '', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '']","['@iradachii', '@widhikankebluk', '@Riniroos2', '@yuuki2802', '@drestharastra', '@JH_316', '@nofrizalwardoyo', '@NiszaRianty', '@DontcryindoKid', '@KeyRa_Chan', '@sheilaaventya', '@robertreginald', '@AgathaLannister', '@Nanakeceeh', '@inezcaraka', '@kookiemilktae_', '@Ahmaddaud34', '@infojakarta', '@GoldenKokobunny', '@enricobobob', '@willjonz', '@ekky____', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
"Like, untuk yang pernah mikir bahwa Covid-19 hanya sebuah konspirasi. #SatuTahunCovid19",[],2,1,11,['satutahuncovid19'],[],https://twitter.com/infojakarta/status/1366591065558450176,"['@JupriSetiawan91', '@fickryhidayat2', '@nerylaila', '@rizhamsulaiman', '@Rizky_rawk', '@kokohbucin', '@ErickStak', '@Arie_16', '', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '']",['@131Nftryh'],"['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
Hari ini tepat satu tahun sejak kasus pasien pertama covid-19.,[],18,48,88,[],[],https://twitter.com/infojakarta/status/1366583228702728193,"['@panjiwgrnd', '@yoga_united21', '@yuastihf18', '@DRehanita', '@irhamsyarif', '@JupriSetiawan91', '@GessyHGanie', '@konveksitas7', '@yuniarti_tiwii', '@dianyuliyana_', '@alealedong', '@ediharyanto701', '@GamadanSangga', '@FahmiiAdityaa', '@atascintakasih', '@sweetaswinee', '@Yunandaru2', '@syamsulhadie96', '@angelinrittho', '@esctesia', '@Nenglin7', '@maliqkie', '@revolusideologi', '@1014VV04', '@tweetnyafifah', '', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '']","['@agnasputrii', '@mauglowingplis', '@fadmala9', '@dhonysaktiawan', '@deviekurniaop', '@JAmsterdam7', '@esctesia', '@faizaaaac', '@raarrrssss', '@tweetnyafifah', '@BerDelusiRia', '@a9ul', '@ayumifeminin', '@rizkidars', '@RiodileRambles', '@hutomoryanv', '@keyrinnB', '@adhemiaw12', '@131Nftryh', '@nasyaramadhini', '@nannabalqis', '@nabilaayukirana', '@AndreFirza', '@ronaron_']","['@riesbow', '@bilonk', '@kompascom', '@masivian', '@fettcinocreamyy', '@zakyBE', '@_banyulaut', '@eriesatrya', '@eckaNh57', '@bilonk', '@Arie_16', '@Arie_16', '@DonyYhudha', '@sarahjoeri', '@oebunda', '@okkyjoeamstrong', '@graciatbg', '@septianprima']"
Link pendaftaran vaksinasi covid-19 untuk lansia.    https://t.co/kQV8oCVgrl,[],0,3,8,[],[],https://twitter.com/infojakarta/status/1363319345271631875,"['@NiaYulianti02', '@yasssalammm', '@AnakeBosPecel', '@Paijoe62094904', '@___BonCu_____', '@SlightlyMishap', '', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '']","['@enirosalina', '@didinidi']",['@infojakarta']
"Muncul Varian Baru Covid 19, RI Tutup Akses Masuk WNA  Dari Semua Negara mulai 1 Januari 2021    https://t.co/5wfyMW5s7Y",[],7,3,18,[],[],https://twitter.com/infojakarta/status/1343594476862771200,"['@IntanMo41542170', '@Adjinrchy', '@siswandibambang', '@Alliyya4', '@twitt_viant', '@sha_shajaem', '@Indah83015452', '@Akifahhh', '@nanaspasar', '@YSunarman', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@anggarayp2', '@worksfess', '@kompascom', '', '', '', '']","['@AyuDewiClaudia1', '@twitt_viant', '@teguh_waru']","['@infojakarta', '@eckaNh57', '@vieniviedivieci', '@kiwcor3', '@twitt_viant', '@lambe_trah']"
Harga vaksin Covid-19.  https://t.co/taKxMdi15q,[],81,324,615,[],[],https://twitter.com/infojakarta/status/1338462339717206017,"['@fahri1672', '@rizkaidayenti', '@felist_su', '@kabensqy', '@amanndada', '@trisnainia', '@weirdsashimi', '@fjrrizki29', '@IndraAdam99', '@ATtamadhan11', '@aruelsederhana', '@Shareffy_MBceLL', '@alshqueensha', '@peachyzan', '@listia_home', '@Dwi_montero46', '@dhantiti', '@codri_c', '@eiyzlananemone', '@BThrifting', '@titoprabowo', '@erikasantibanes', '@adriationo', '@fileilmuhammad', '', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '']","['@Lotus_Pandas', '@cahayasastra', '@bougieslight', '@jeni_prabandari', '@listia_home', '@onaplanet00', '@Maximodeus', '@dhantiti', '@rizaky_syifa', '@nu_kinneas', '@codri_c', '@eiyzlananemone', '@BThrifting', '@liuawaroka', '@yosuapancasp', '@KikiRoza', '@AbahSelalu', '@luvluvi', '@Sintaeml', '@fantasyblund', '@RockyAntono', '@karuniatria', '@lanamalvina', '@asadfrhn', '@ViwMre']","['@infojakarta', '@riskawindayln', '@1nstantkarm4', '@adhepedrosa', '@ImmanuelOwen', '@danlaksana', '@Malala181321', '@NinoRahadian', '@NinoRahadian', '@misbah_dadan', '@ejp_joker', '@yasmnfs', '@romadalimunthe', '@MuhammadLukman_', '@ketekniall', '@JAmsterdam7', '@NovalSyawal', '@bangopang_', '@abdulmuisme', '@misseca__', '@adityawijaya', '@rakaadtya21', '@cillresdy', '@ajfrm_', '@seokaim', '@chernobyl_9', '@aldinohendrwn', '@Wicaksono_sini', '@panikpanikk', '@Rizky_Gendon']"
"Breaking News.  1,2 Juta Vaksin Covid 19 sudah tiba di Tanah Air.  https://t.co/zYrrsAXAzO",[],9,8,23,[],[],https://twitter.com/infojakarta/status/1335764645575999491,"['@Louis68109379', '@bobacotttt2', '@DarusmanDarsa', '@JokerMaa', '@RamadhonAdi', '@sabirsultan69', '@AlfianMaulanaA9', '@riuz_delau', '@swnpp3', '@benedictus_sk', '@fanylevvv', '@d_iickay', '@adendidi58', '@ariefafro', '@msyafii02905921', '@HIkmatzhh', '@sushijunkiee', '@kevonvn__', '', '', '', '', '', '', '', '', '', '@anggarayp2', '@worksfess', '@kompascom', '', '', '', '']","['@NandoMahubessy', '@ardiyantosusilo', '@bellaazhr', '@yodhani', '@AnnaTham7', '@annishanh']","['@infojakarta', '@infojakarta', '@Rizky_Gendon', '@yusamhr', '@lyfes_hit', '@sikanseu']"
#BreakingNews Pak Gub @aniesbaswedan positif covid 19  https://t.co/wxbMWAnckw,"[{'screen_name': 'aniesbaswedan', 'name': 'anies baswedan', 'id': '110312278'}]",11,13,29,['breakingnews'],[],https://twitter.com/infojakarta/status/1333619800669642754,"['@NOhoirenan', '@Roy66580479', '@Minion89820752', '@abokenward2', '@miiizzzs', '@R__Gede', '@FransiskaDA', '@fridaarchuleta', '@ranigltm', '@zicoervielde', '@iezha18', '@irmanadha', '@1090syo', '@doubleorn0thing', '@ddychristian', '@KokoPiero', '@maatudechan_', '@ChieneLs', '@sonsofartemis', '@rickyywhy', '@131Lfa', '@Adeliasftrii1', '@kuinibuchen', '@sanggelombang', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '']","['@Yuli70963730', '@harris_silaban', '@AbahSelalu', '@ielvieieh', '@bseans_', '@kindaj0y', '@ferism', '@rezkykurnia']","['@infojakarta', '@infojakarta', '@andita711', '@marselinarosali', '@tukangnasiulam', '@namelessdera', '@dickyabay90']"
Bye Covid !  Pemerintah memastikan program vaksinasi Covid-19 akan dimulai pada awal November 2020. Indonesia akan mengandalkan vaksin buatan China.   https://t.co/LWWw94Blxb,[],30,33,58,[],[],https://twitter.com/infojakarta/status/1315506327037255686,"['@louiuli', '@BayuHendry4', '@muliadi40439023', '@inyongcisauk', '@sambateverytim', '@DiahSiwa', '@marianekuswari', '@nh_wijaya', '@RiusSimanungka3', '@triomarleyano', '@tambunan10', '@_babehnino', '@andikoarya', '@AprianyLina', '@Rifkimuhammadd', '@itsyounqman', '@yudamuniran', '@AudinaSaleh', '@abilismail', '@Urmineee_1', '@riyankopite', '@starks_real', '@decvtared', '@ditanovsa', '@Daseyt2', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '']","['@hafshahsirin', '@marianekuswari', '@triomarleyano', '@priyankhana', '@meipakz31', '@cacashasya', '@ndalillah24', '@zidanariqzidan', '@changeyournamee', '@reinaldey', '@MMarwanmanurung', '@Alchakim', '@muhamadaziim', '@starks_real', '@gitaindrianaaa', '@tyo78766711', '@YussufiDyas', '@febrina_02', '@ariaraywidodo']","['@infojakarta', '@Maxgirl13', '@Agus1892', '@megane_brai', '@WibowoLukito', '@RemajaKolonial', '@Arie_16', '@herry28290', '@MisterClown8', '@cillresdy', '@Arie_16', '@teyeng37', '@babyoil008', '@christofer_bhp', '@rinihaphap', '@okkyjoeamstrong', '@Vinaagy', '@babangbetawie', '@WithOneWithYou', '@febri_aku', '@diiiaaannnP', '@Andreassgs', '@BintCeo', '@prasthialdrii', '@iamcakekhe']"
- Antivirus Covifor (remdesivir) untuk pasien COVID-19 akan diedarkan di Indonesia oleh PT Kalbe Farma Tbk. - Covifor dijual di Indonesia seharga Rp 3 juta. Berfungsi untuk menghambat replikasi virus Corona di dalam tubuh manusia.   https://t.co/StbPiObpZn,[],19,14,19,[],[],https://twitter.com/infojakarta/status/1311665776277942273,"['@SugiantoJahja', '@ikhacute21', '@ainunrizza', '@DHandarbeni', '@Arnespw', '@neyyf4', '@saputra_arry', '@kangmus_9', '@Chodinggirlrin', '@Tatsuya_08_09', '@iik_najib', '@NusaDirga', '@reyreyreyi', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '', '', '', '', '']","['@nnandarii', '@ikhacute21', '@ok1sianipar', '@DHandarbeni', '@jempolkajepit', '@sharonsireeta', '@lahhrijal', '@adiantanu', '@NorHafizhah', '@icanARM']","['@infojakarta', '@megane_brai', '@Riyo109', '@Septiaraenii', '@RachmaSakinah', '@iqbalfarisy', '@eru_joo_han', '@e_gabagus', '@PETERBOLOHO', '@pais_hileud', '@InsurgentArmy33', '@jenengkuroi', '@rakaadtya21', '@naana1704', '@Syaiful12258759']"
"Sekda DKI, Dr. Saefullah, M.Pd tengah dirawat di rumah sakit karena terpapar Covid-19. #covidjakarta    https://t.co/lv8x7OUrE7",[],2,2,10,['covidjakarta'],[],https://twitter.com/infojakarta/status/1305856507427401728,"['@Radit48696277', '@dewikamboja99', '@GurdasRemin', '@sonsofartemis', '@kartiktama', '@sumqid', '@EvaAhmad16', '@nugroho_sigit', '@KooKooTaeTae1', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@anggarayp2', '@kompascom', '', '', '']","['@b15uk', '@syaranza_']","['@infojakarta', '@infojakarta', '@siswandibambang', '@loker_kesehatan']"
"Wuhan bisa kembali normal karena Covid 19 nya diobati, bukan dipolitisir. #celotehjakarta",[],8,79,108,['celotehjakarta'],[],https://twitter.com/infojakarta/status/1305726407155146752,"['@caesarina_m', '@Hasma43888576', '@Irwansy73247748', '@GurdasRemin', '@GNotopriyanto', '@paqyaw1', '@eflenk', '@Kiiibo', '@zulfanvidiano', '@apktloajd', '@r_ibram', '@RaymondSijabat5', '@desiprmtsr10', '@irenesryn', '@ferraalbaniaa', '@fabiomrfd', '@Alif42172290', '@BayaAris', '@afternoonfox', '@cara_indonesia', '@Semaubeta', '@Indah83015452', '@aruvisan', '@Regaaab', '@PutriArrofahS', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@anggarayp2', '@kompascom', '', '', '']","['@NurThara', '@GNotopriyanto', '@nadirasegaff', '@wahyumhmd', '@hi_snisa', '@cindercella____', '@Mzkits', '@Ravhy12', '@RaymondSijabat5', '@bbyymoon', '@fabiomrfd', '@FarizSyabari', '@WarungPasta', '@Helmi_sofyan', '@tartaskm', '@tanpa__batas', '@msyaninda', '@bocud', '@Kuntooooo', '@agemattano', '@HairulirulR', '@donarenita', '@DidinDibel']","['@infojakarta', '@augustbudyanto', '@babyoil008', '@dhillaa_r', '@arielutte11', '@masDeep', '@lagabaib']"
"Positivity rate 13.3% itu..  Kalian nongkrong bareng berdelapan, ada satu yang positif. #COVID__19 #Covidjakarta",[],0,12,13,"['covid__19', 'covidjakarta']",[],https://twitter.com/infojakarta/status/1270517323493855232,"['@syahriar33', '@Rumi2312', '@christinads88', '@asepsupriadi777', '@Ernaazzahra20', '@EricCrow_', '@abyanamarullahh', '@AbongToyota', '@NofrensB', '@AdilAdil_', '@AnggaWi49688873', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@anggarayp2']","['@christinads88', '@asepsupriadi777', '@EricCrow_', '@lukearchie', '@jmailakmal', '@TambaEgg', '@dellaoktavias', '@cinderlilaa']","['@infojakarta', '@infojakarta']"
"Berdasarkan data masuk, kemarin Jakarta memecahkan rekor. 234 kasus positif dalam satu hari.  Positivity rate 13.3% !  #COVID__19   https://t.co/DqzW1MKlnG",[],3,15,15,['covid__19'],[],https://twitter.com/infojakarta/status/1270513749636468736,"['@Rumi2312', '@Triarya22665027', '@asepsupriadi777', '@EricCrow_', '@KhoirunnisaHuw3', '@alim_kidh', '@tanologi', '@Adin15570828', '@NofrensB', '@UbaidAbdullah17', '@CelcioRicardo22', '@feekau']","['@asepsupriadi777', '@Bocahbiadab5', '@EricCrow_', '@rommyadams', '@nadilafaradiva', '@lessmighty', '@SRieewa', '@cinderlilaa', '@SamMagel']","['@infojakarta', '@infojakarta', '@kaksanca', '@infojakarta']"
38.822 narapidana dibebaskan karena pandemi Covid-19.  Pendapat Jakartans?  https://t.co/h626jt0hMQ,[],57,6,21,[],[],https://twitter.com/infojakarta/status/1252623301295263744,"['@humorgadget', '@Trilusiana7', '@UbaidAbdullah17', '@rmuhamadguntur1', '@xaquilaaaa', '@rafibecek_', '@Tatsuya_08_09', '@nalobong20', '@idaafarh', '@AndiYuwanto', '@jamupathok', '@RonaldSiagian9', '@The_Darth_Maul_', '@mal_malla02', '@kmjodohku']","['@cuamomile', '@rmuhamadguntur1', '@tyaa61', '@polos_kucing']","['@infojakarta', '@adhmwn', '@Cmeilanny', '@cukuprudiaja', '@roicoayam', '@staffacara', '@RamaYusufFigo4', '@SsSendri', '@Herryz41368194', '@nazilyfurqon', '@iqbaldafff', '@aangjuanda5', '@aldairmuda', '@fvckureboyz', '@anakorang_aring', '@13x______', '@716_vian', '@apergian', '@sungsangholic', '@ameylinamey_', '@zanuardh', '@agusdly85', '@RifkyVettel', '@mame28134606', '@dhanuscoot', '@rani_asriyani', '@Ditya_mamo88', '@AlfonsoSianipar', '@anggunadiFN', '@MulyadiGilangG4', '@icariz']"
Jakarta.  Sebelum ada #Covid19  https://t.co/b10p2mzd3x,[],4,30,70,['covid19'],[],https://twitter.com/infojakarta/status/1251194774532603907,"['@hendriwspro', '@alktito', '@AshterLudfi', '@mulyadi108', '@Rafaelnasution2', '@proficiatt', '@andispta', '@Syturtles', '@qoriatulH', '@deliari25', '@Sulisti07721050', '@Bjl242', '@hollysativa', '@erwinaryadh', '@UbaidAbdullah17', '@NDestiari', '@DavidHarun5', '@deniezmays', '@tetebantet', '@euphoriman', '@ridwanology_', '@andhkaep', '@DaniDaniChan18', '@ABesf99']","['@Mamasrukhi', '@danielanthny_', '@sirio_27', '@GrahaLingga', '@DavidHarun5', '@ridwanology_', '@andirhmd', '@YulianaDwiPutra', '@amirullahtahir', '@Naufal22A', '@youthcrew88_', '@SenjaLnd', '@FazdillahReza', '@kopisachettan', '@muthiara', '@gladysjasmine_', '@DEASYNATALIANY', '@SekarArumR1', '@ronfirmansyah', '@CecepSutandi', '@DustinGeinbee']","['@infojakarta', '@sihenrys', '@sebutsaja_cahyo', '@_adinuansah', '@pangestu_cakra', '@BagasBayu']"
"Sebanyak 139.288 pekerja di PHK dan dirumahkan akibat pandemi  Covid-19.   Para pekerja itu berasal dari 15.472 perusahaan. Rinciannya, 25.956 pekerja dari 2.881 perusahaan terkena PHK dan 113.332 pekerja  dari 12.591 perusahaan dirumahkan sementara.  https://t.co/SWPRmCZMIn",[],6,36,39,[],[],https://twitter.com/infojakarta/status/1246701366753374210,"['@Zinzo76368241', '@Lidia95192767', '@intanabill', '@NandaTeguh14', '@topleskongguan', '@haryatiwid', '@lasihnovita', '@yunhariadi', '@agussword4', '@muhnurtegar', '@aslamisme_', '@Joker47As', '@adipnl14', '@Samsulhadi_N', '@Krmnsh16', '@VLong59582105', '@ribon12345678', '@kristoparinters', '@SerraRara1', '@Reethasurie', '@ahmad_tamam10', '@Ismarwati18', '@ssamuderass', '@hayypee_']","['@a12un', '@Andez_Olon', '@adiiethh', '@irfanchein', '@zahrinaa', '@cieeeekepooo', '@kyznap', '@Apriijal', '@sptyrn95', '@sparklingmuts', '@ndy_7780', '@aslamisme_', '@liranti', '@infojakarta', '@chikaregitap', '@bageatha_tha', '@boenkkc', '@agathandini', '@VLong59582105', '@milapeewie', '@larastianisa', '@liatasliya', '@donimaulana1307']","['@infojakarta', '@dyas_akbar', '@jatsuma13', '@BagasBayu', '@ribon12345678', '@Paulabolobolo', '@Helmi_arsya']"
"Sekecil apapun, harapan itu ada. #COVID19",[],0,7,10,['covid19'],[],https://twitter.com/infojakarta/status/1246098782455922691,"['@wesewess', '@wisnuhimself', '@risqanrca', '@bubun09', '@rezaism', '@lagifokus_', '@HairulirulR', '@AgusRiy89630858', '@ynwrfarid']","['@reallldask', '@risqanrca', '@Mini_anggraeni9', '@asnggebu', '@agungekaputraa', '@priayudi____']","['@infojakarta', '@GiaPratamaMD']"
"Tidak ada urusan politik, ini untuk kemanusiaan. Warga Jakarta harus tau alokasi anggaran penanggulangan #COVID19 kemana saja.",[],11,11,17,['covid19'],[],https://twitter.com/infojakarta/status/1245761985855119361,"['@Cisnantoe', '@Sekaraw6', '@Jonly77911468', '@an_introver', '@MAUL50435518', '@uQon_nisme', '@srwln', '@Joni_messi', '@JoedanadiErwino', '@ririribek', '@MukhlisSaptono', '@zeazeejiggy']","['@zksiq', '@yud_iii', '@tghtry', '@mypokah', '@JokerKhayalan', '@MukhlisSaptono', '@rayenisme']","['@infojakarta', '@DKIJakarta', '@infojakarta', '@Alchakim', '@Qis5a', '@Gunawan94592770', '@0phium', '@Vicky_erFu', '@eko_oetama']"
😢   #COVID19  https://t.co/Y6TrhNBTfX,[],2,10,18,['covid19'],[],https://twitter.com/infojakarta/status/1245756235581755392,"['@Effendyaja', '@Yassin01068663', '@Buchori20A', '@adhynur_i', '@SerraRara1', '@DjunaediRamdhan', '@BikinGatel', '@ashafiask', '@septianiswp', '@AriefArrah', '@Habiburrahim_Al', '@nmbayuu', '@Jk_mytimeee']","['@yhaaribet', '@Gawick', '@belladom7', '@bunnyearswith', '@chindesrella', '@wndynabila', '@EngineerKucluK', '@Jk_mytimeee']","['@infojakarta', '@mbek_X', '@Khariestama']"
Source @COVID19_INDI,[],0,2,1,[],[],https://twitter.com/infojakarta/status/1244168059205517312,['@ajgkzll'],['@sam_joko'],"['@infojakarta', '@infojakarta']"
@theresanitaw Source @COVID19_INDI,[],0,0,2,[],"[{'screen_name': 'theresanitaw', 'name': 'Theresa Anita W', 'id': '155583389'}]",https://twitter.com/infojakarta/status/1244167789155254272,"['@haji_abbasNU', '@Medeliskurnia']",[],"['@infojakarta', '@theresanitaw', '@infojakarta']"
"Bantu RT  Untuk para pemilik usaha kuliner di area Jakarta dsktrnya, yang terkena dampak pademi #COVID19.  Silahkan reply, promosikan produk kamu. Bila ada sertakan juga pemesanan di ojol.  Ayo Jakartans, kita saling bantu.  #KulinerJakarta",[],51,101,114,"['covid19', 'kulinerjakarta']",[],https://twitter.com/infojakarta/status/1242266221275279360,"['@MeldiQuen', '@Supriya68544510', '@YulidaNing', '@Cheesec48317464', '@MariaPasianus', '@HelloQetty__', '@Irawan07122431', '@meydap77', '@PutriArrofahS', '@revi_arti', '@ArdhFil', '@AlifahNafisa3', '@onlybadgurl', '@ani_suma7912', '@rony6916', '@abieAffan1', '@dimasnamanya', '@isfanharunr', '@RhmattsDwiki06', '@yuni89army', '@mariosaktii1', '@viajubeel', '@Hilmialfarisi2', '@nalobong20']","['@nasep6691', '@Mitalarasati10', '@HelloQetty__', '@meydap77', '@snowkahontas', '@ArdhFil', '@smkdipo_1', '@derryl_liem', '@dimasnamanya', '@titisfdllh', '@anjanisihombing', '@adamsongz', '@HadiyBembenk', '@myedelweis', '@triya_azka', '@Anthonysays_', '@stimarami', '@noviakardinaa', '@Far_Easy', '@dimasssat', '@SienSienny', '@SonyaAmriani', '@kikipediaa', '@mandjaaaaaa']","['@remvah', '@Sammy80187161', '@Dieng_mayo', '@rizkigra', '@fznfbriansyah', '@Herilee88', '@oktiokt', '@WarungPasta', '@andrielputra', '@sbelinna', '@dindasnuraeni', '@halobornok', '@Dianatasari', '@agusjuliyan']"
Update.  Data #COVID19 di semua negara.  data per pagi ini. (07:47 wib).   Source: worldometers  https://t.co/dw4aYfFldi,[],0,38,46,['covid19'],[],https://twitter.com/infojakarta/status/1242255349819691014,"['@Avery09902232', '@MiselAmita', '@indrams6', '@BangBob63930880', '@Danny_thekingz', '@mawanhe31541074', '@AntoS78945704', '@baravirgi', '@Alwirizki96', '@WirotomoP', '@AliceHadi22', '@BadinRhyanti', '@UbaidAbdullah17', '@aslitiCiamis', '@_Gagan_Algarni_', '@yogi_yazid', '@dipajahr', '@suzestful', '@sunantokp', '@kikyy___', '@mynicknamesha', '@Madya_Indriani3', '@Tha_Nezz', '@wHD___']","['@nickdunhol', '@vianluthfiani', '@aldiedork1', '@Xxxacenio', '@Vicar_Alexander', '@zamethzulfik', '@_Gagan_Algarni_', '@fina_fine', '@nurulanisaah', '@MonicaAmeliana', '@destianizm', '@lbrasipetualang', '@yaqfiajriya', '@BillyJS_09', '@tessamba', '@GrahaLingga', '@siyonriii', '@riskautr', '@Lionk_4s4c', '@theuglypretty_', '@dilladaru1', '@rully47384851', '@SafiraAlatas', '@almaame']",['@infojakarta']
Vaksin Sinovac.. Halal.   https://t.co/RSc3G6lRXr,[],3,6,17,[],[],https://twitter.com/infojakarta/status/1347527216444280834,"['@fandizuma1', '@fdlyamubakhira', '@Sandy20186011', '@inyongcisauk', '@Chandra03866864', '@AliceTahya', '@JoiceYusriani', '@sslatifm', '@dhiba03', '@arinooradnan', '@B54Pei', '@Dun_Vad']","['@fitrywhys', '@Jojonanajam', '@suleman_ahmda', '@wulanramdhoni']","['@infojakarta', '@PutraWilson']"
"Tepat setahun pandemi Covid-19, total akumulasi kasus di Jakarta mencapai 342.371 kasus. Dari jumlah tersebut, total orang dinyatakan telah sembuh sebanyak 328.526 dan 5.568 orang meninggal dunia.  https://t.co/tRjjGbEqDV",[],1,0,2,[],[],https://twitter.com/infojakarta/status/1366969561669464068,"['@RiodileRambles', '@suzestful']",[],['@infojakarta']
"@LaluMuzayin Di dalam Jakarta selalu ada betawi.  Mereka jual, kita beli.  Rakyatnya idup susah gara-gara pandemi, bantuannye malah dikorupsi.   Minta diberi.",[],1,0,1,[],"[{'screen_name': 'LaluMuzayin', 'name': 'Lalu R. Muzayin', 'id': '457246439'}]",https://twitter.com/infojakarta/status/1335496639071449088,['@LaluMuzayin'],[],"['@LaluMuzayin', '@infojakarta', '@infojakarta', '@LaluMuzayin']"
